channel_id,node1_id,node2_id,capacity,node1_balance,node2_balance,node1_tx_rate,node2_tx_rate,fee_rate_ppm,node1_ttd_hours,node2_ttd_hours,age_days,num_updates,balance_ratio
chan_000803,node_00044,node_00152,2170114,853851,1316263,102804,25567,545,0.0,365628.61,339,5239,0.393
chan_000804,node_00213,node_00974,4919633,342497,4577136,22627,116606,1158,95138.06,0.01,86,2339,0.07
chan_000805,node_00014,node_00548,1012184,284679,727505,98102,457932,881,79077.5,0.0,416,1056,0.281
chan_000806,node_00176,node_00691,10409543,2021393,8388150,85695,5981,522,0.01,2330041.67,517,1953,0.194
chan_000807,node_00004,node_00423,25200580,12083977,13116603,53608,22326,1240,0.11,3643500.83,158,1019,0.48
chan_000808,node_00339,node_00878,10931704,3003576,7928128,29198,65445,456,834326.67,0.06,315,2010,0.275
chan_000809,node_00121,node_00210,8149416,1901501,6247915,27651,36730,1762,528194.72,0.19,495,702,0.233
chan_000810,node_00023,node_00443,5944723,1849222,4095501,59630,114198,2616,513672.78,0.02,597,11,0.311
chan_000811,node_00082,node_00382,1593271,645064,948207,118453,46667,937,0.0,263390.83,97,1005,0.405
chan_000812,node_00051,node_00978,791046,293730,497316,33899,30122,3902,0.02,138143.33,162,2826,0.371
chan_000813,node_00147,node_00748,10363379,2317390,8045989,31577,100422,1290,643719.44,0.03,121,86,0.224
chan_000814,node_00533,node_00715,3993394,1104956,2888438,58362,24895,905,0.01,802343.89,126,24,0.277
chan_000815,node_00047,node_00945,5884475,1339748,4544727,81403,38341,1176,0.01,1262424.17,411,255,0.228
chan_000816,node_00065,node_00281,8893899,4673238,4220661,51858,43648,437,0.16,1172405.83,456,3492,0.475
chan_000817,node_00019,node_00259,1502173,887689,614484,230317,21798,984,0.0,170690.0,158,371,0.409
chan_000818,node_00010,node_00016,20191669,2590571,17601098,9584,132882,818,719603.06,0.04,91,1383,0.128
chan_000819,node_00000,node_00501,6037637,1173215,4864422,192740,28786,1472,0.0,1351228.33,349,1123,0.194
chan_000820,node_00212,node_00494,11706703,2433974,9272729,83225,34189,766,0.01,2575758.06,72,7766,0.208
chan_000821,node_00176,node_00777,10776000,2995383,7780617,26751,55096,831,832050.83,0.08,136,3142,0.278
chan_000822,node_00112,node_00958,1321675,449775,871900,78177,36172,542,0.0,242194.44,401,2559,0.34
chan_000823,node_00461,node_00954,1712766,667073,1045693,54501,40940,1157,0.01,290470.28,495,6158,0.389
chan_000824,node_00049,node_00078,6998676,818126,6180550,114563,45100,874,0.0,1716819.44,549,199,0.117
chan_000825,node_00582,node_00591,2939492,2074466,865026,96882,46008,415,0.01,240285.0,104,7,0.294
chan_000826,node_00286,node_00832,3699125,1082676,2616449,75749,30597,1208,0.01,726791.39,232,2124,0.293
chan_000827,node_00147,node_00708,4094737,1954667,2140070,115398,42558,1210,0.01,594463.89,700,798,0.477
chan_000828,node_00016,node_00782,4762203,2877720,1884483,76820,18400,2047,0.01,523467.5,624,7318,0.396
chan_000829,node_00288,node_00655,536784,7538,529246,130281,27410,1685,0.0,147012.78,397,544,0.014
chan_000830,node_00482,node_00659,5785292,2991954,2793338,75925,18550,1650,0.01,775927.22,331,2592,0.483
chan_000831,node_00023,node_00221,3042138,858414,2183724,23833,19000,1861,0.05,606590.0,547,1426,0.282
chan_000832,node_00267,node_00520,11965643,5756951,6208692,57540,22025,2519,0.05,1724636.67,679,1118,0.481
chan_000833,node_00151,node_00274,16416565,7067509,9349056,45945,74938,902,1963196.94,0.09,400,48,0.431
chan_000834,node_00172,node_00490,6733443,3530170,3203273,33125,56113,1544,980602.78,0.04,413,1894,0.476
chan_000835,node_00578,node_00584,888629,138616,750013,19314,71195,1091,38504.44,0.0,542,2154,0.156
chan_000836,node_00176,node_00351,4166584,388473,3778111,30351,12590,989,0.01,1049475.28,527,622,0.093
chan_000837,node_00093,node_00939,4897386,3176849,1720537,47980,26173,1339,0.04,477926.94,555,858,0.351
chan_000838,node_00005,node_00140,10416404,3084227,7332177,35434,249336,478,856729.72,0.01,200,241,0.296
chan_000839,node_00103,node_00316,12063429,6659585,5403844,63981,117782,1047,1849884.72,0.03,128,1284,0.448
chan_000840,node_00883,node_00949,6740650,1552157,5188493,69134,25421,447,0.01,1441248.06,10,161,0.23
chan_000841,node_00023,node_00934,12345181,3547514,8797667,28731,19266,1654,0.1,2443796.39,550,1612,0.287
chan_000842,node_00796,node_00829,7323583,3189451,4134132,136169,124112,1052,0.07,1148370.0,354,223,0.436
chan_000843,node_00309,node_00659,2908691,530343,2378348,111213,116264,1114,147317.5,0.13,317,1799,0.182
chan_000844,node_00014,node_00433,91058975,18838039,72220936,34873,69234,1661,5232788.61,0.58,230,3145,0.207
chan_000845,node_00023,node_00139,1225366,19699,1205667,61512,50190,798,0.0,334907.5,498,214,0.016
chan_000846,node_00502,node_00782,153496,62845,90651,30666,41241,427,17456.94,0.0,449,7560,0.409
chan_000847,node_00015,node_00430,7832740,3169587,4663153,39467,88104,922,880440.83,0.03,708,2204,0.405
chan_000848,node_00129,node_00247,3839621,2237891,1601730,155925,57174,435,0.01,444925.0,410,1525,0.417
chan_000849,node_00022,node_00495,13998864,9022522,4976342,159714,33777,1098,0.02,1382317.22,271,80,0.355
chan_000850,node_00198,node_00976,3613532,332109,3281423,58073,68221,598,92252.5,0.09,541,1839,0.092
chan_000851,node_00862,node_00953,731996,411633,320363,13165,29532,1462,114342.5,0.01,214,169,0.438
chan_000852,node_00466,node_00633,12492868,447013,12045855,39274,25712,1107,0.01,3346070.83,280,5772,0.036
chan_000853,node_00010,node_00301,608767,251341,357426,12023,77166,667,69816.94,0.0,448,2276,0.413
chan_000854,node_00012,node_00246,995534,167909,827625,38367,47461,1251,46641.39,0.03,707,302,0.169
chan_000855,node_00000,node_00648,1025188,599848,425340,68078,71925,541,166624.44,0.03,719,4280,0.415
chan_000856,node_00212,node_00445,4321787,778606,3543181,50098,17994,1782,0.01,984216.94,249,2168,0.18
chan_000857,node_00017,node_00237,25497527,3845746,21651781,69192,70434,368,1068262.78,4.84,155,3333,0.151
chan_000858,node_00012,node_00670,2663543,547481,2116062,15788,21147,1183,152078.06,0.11,606,878,0.206
chan_000859,node_00084,node_00365,12650631,3944287,8706344,25180,60142,2478,1095635.28,0.07,657,750,0.312
chan_000860,node_00038,node_00072,5171695,3072752,2098943,27376,68856,1086,853542.22,0.01,484,4100,0.406
chan_000861,node_00141,node_00233,2887021,1899117,987904,58860,6917,1478,0.01,274417.78,196,13288,0.342
chan_000862,node_00017,node_00357,3623325,1423370,2199955,66508,156589,1204,395380.56,0.01,268,7623,0.393
chan_000863,node_00089,node_00893,1261965,276967,984998,136686,96551,519,0.0,273610.56,719,100,0.219
chan_000864,node_00092,node_00183,6039092,4399796,1639296,42439,85052,774,1222165.56,0.01,448,4889,0.271
chan_000865,node_00656,node_00785,2928633,411420,2517213,37151,26227,794,0.01,699225.83,165,1264,0.14
chan_000866,node_00915,node_00922,659546,155667,503879,26056,56630,576,43240.83,0.0,442,2444,0.236
chan_000867,node_00017,node_00054,1230885,722497,508388,30682,35418,887,200693.61,0.03,606,3836,0.413
chan_000868,node_00053,node_00903,1850806,531901,1318905,29921,30524,576,147750.28,0.61,98,154,0.287
chan_000869,node_00086,node_00161,32354827,19154524,13200303,60910,19106,2116,0.13,3666750.83,717,2189,0.408
chan_000870,node_00078,node_00661,3080957,1224084,1856873,96510,160576,1041,340023.33,0.01,316,1262,0.397
chan_000871,node_00011,node_00496,4774737,1158096,3616641,110737,51872,885,0.01,1004622.5,10,2,0.243
chan_000872,node_00147,node_00390,1185770,398008,787762,38229,212490,1565,110557.78,0.0,526,589,0.336
chan_000873,node_00041,node_00469,10615427,2172247,8443180,25407,105609,1203,603401.94,0.03,355,288,0.205
chan_000874,node_00372,node_00378,16022981,672090,15350891,154972,153657,1241,0.14,4264136.39,182,2267,0.042
chan_000875,node_00039,node_00701,3788774,2149889,1638885,95864,55066,721,0.01,455245.83,95,6841,0.433
chan_000876,node_00010,node_00255,4658539,1290090,3368449,46576,25649,889,0.02,935680.28,585,4932,0.277
chan_000877,node_00455,node_00705,11419809,3068091,8351718,28054,82655,1195,852247.5,0.04,466,980,0.269
chan_000878,node_00452,node_00985,2012224,226073,1786151,9623,42847,410,62798.06,0.01,344,983,0.112
chan_000879,node_00023,node_00384,3942241,2333723,1608518,23182,29762,1122,648256.39,0.07,99,338,0.408
chan_000880,node_00161,node_00931,26093884,16496317,9597567,92044,30145,609,0.07,2665990.83,176,888,0.368
chan_000881,node_00003,node_00666,5967507,1297323,4670184,63957,98321,1352,360367.5,0.04,301,2744,0.217
chan_000882,node_00000,node_00328,37283945,24144261,13139684,24319,22239,414,3.22,3649912.22,121,456,0.352
chan_000883,node_00016,node_00022,9398617,3062816,6335801,12076,92811,646,850782.22,0.02,6,1549,0.326
chan_000884,node_00014,node_00026,2246761,1085252,1161509,246143,74338,1380,0.0,322641.39,235,217,0.483
chan_000885,node_00116,node_00427,2441421,435837,2005584,26754,96714,632,121065.83,0.01,546,1013,0.179
chan_000886,node_00000,node_00253,5691947,3084380,2607567,15419,76039,625,856772.22,0.01,312,1790,0.458
chan_000887,node_00083,node_00141,5711682,3236505,2475177,200590,21530,1189,0.01,687549.17,610,5494,0.433
chan_000888,node_00103,node_00369,4785137,549982,4235155,70674,74852,762,152772.78,0.28,334,795,0.115
chan_000889,node_00023,node_00438,3470241,626033,2844208,42040,53807,714,173898.06,0.07,62,4681,0.18
chan_000890,node_00101,node_00482,6960377,4130537,2829840,78644,61652,1853,0.07,786066.67,224,491,0.407
chan_000891,node_00000,node_00252,18612938,2198900,16414038,43047,55917,1126,610805.56,0.35,486,1748,0.118
chan_000892,node_00019,node_00615,972219,412766,559453,47944,59415,838,114657.22,0.01,129,930,0.425
chan_000893,node_00451,node_00509,16360531,6631536,9728995,21102,18652,2527,0.75,2702498.61,448,2868,0.405
chan_000894,node_00055,node_00628,66073065,29053601,37019464,92596,148509,643,8070444.72,0.18,446,393,0.44
chan_000895,node_00556,node_00921,2472471,21072,2451399,53218,85672,1164,5853.33,0.02,100,576,0.009
chan_000896,node_00045,node_00137,27010212,16186121,10824091,29171,73947,760,4496144.72,0.07,697,1067,0.401
chan_000897,node_00017,node_00061,57609329,11085498,46523831,38273,71357,1242,3079305.0,0.39,173,782,0.192
chan_000898,node_00071,node_00331,100000000,18531604,81468396,45162,55248,918,5147667.78,2.24,701,1113,0.185
chan_000899,node_00198,node_00275,1217080,235745,981335,57098,25219,872,0.0,272593.06,257,381,0.194
chan_000900,node_00090,node_00094,1194093,33258,1160835,91316,87007,799,0.0,322454.17,417,1213,0.028
chan_000901,node_00056,node_00362,4092218,720983,3371235,53877,53180,1695,0.29,936454.17,244,466,0.176
chan_000902,node_00000,node_00078,9138473,3808399,5330074,46079,76551,291,1057888.61,0.05,568,831,0.417
chan_000903,node_00004,node_00329,7399891,600483,6799408,101048,46978,1316,0.0,1888724.44,455,2195,0.081
chan_000904,node_00055,node_00948,910443,538186,372257,59812,30223,4293,0.01,103404.72,84,175,0.409
chan_000905,node_00005,node_00119,1079973,631877,448096,21019,60273,2881,175521.39,0.0,123,7675,0.415
chan_000906,node_00205,node_00308,1833091,417219,1415872,78612,160103,2560,115894.17,0.0,593,3086,0.228
chan_000907,node_00052,node_00113,5851493,3796706,2054787,108568,7081,998,0.01,570774.17,447,115,0.351
chan_000908,node_00612,node_00825,18552248,4738498,13813750,85613,102434,254,1316249.44,0.23,461,3225,0.255
chan_000909,node_00100,node_00647,24260492,3058851,21201641,104773,22490,610,0.01,5889344.72,491,37,0.126
chan_000910,node_00199,node_00440,1875352,668919,1206433,40873,126624,911,185810.83,0.0,449,691,0.357
chan_000911,node_00006,node_00933,37798900,23357513,14441387,29815,34095,1294,6488198.06,0.94,45,541,0.382
chan_000912,node_00061,node_00165,35011844,3956456,31055388,50245,38774,1078,0.1,8626496.67,26,368,0.113
chan_000913,node_00494,node_00608,1892279,702518,1189761,81835,35284,983,0.0,330489.17,663,1461,0.371
chan_000914,node_00227,node_00753,10162927,2611017,7551910,45252,61756,526,725282.5,0.13,465,2689,0.257
chan_000915,node_00262,node_00480,16637103,5061971,11575132,66327,55103,1170,0.13,3215314.44,401,7,0.304
chan_000916,node_00115,node_00741,2472931,474578,1998353,43493,70340,2701,131827.22,0.02,324,2012,0.192
chan_000917,node_00314,node_00863,3606914,1767054,1839860,128337,60522,528,0.01,511072.22,716,1460,0.49
chan_000918,node_00136,node_00640,4152910,2175153,1977757,88510,54121,770,0.02,549376.94,201,66,0.476
chan_000919,node_00136,node_00528,2532639,1105408,1427231,95655,132979,434,307057.78,0.01,445,1644,0.436
chan_000920,node_00430,node_00767,6765542,2200240,4565302,17473,125574,1255,611177.78,0.01,477,3657,0.325
chan_000921,node_00407,node_00776,4777695,1800471,2977224,90419,58677,967,0.02,827006.67,507,1026,0.377
chan_000922,node_00005,node_00407,2654340,268946,2385394,10081,23217,727,74707.22,0.05,565,2493,0.101
chan_000923,node_00499,node_00906,1036938,664531,372407,175380,33246,740,0.0,103446.39,384,191,0.359
chan_000924,node_00004,node_00672,53909041,1805219,52103822,52151,37451,1063,0.03,14473283.89,49,1605,0.033
chan_000925,node_00047,node_00954,6711268,791399,5919869,76906,205660,602,219833.06,0.01,726,5555,0.118
chan_000926,node_00015,node_00061,1922566,90458,1832108,51782,107825,1485,25127.22,0.01,192,92,0.047
chan_000927,node_00259,node_00946,4068463,1595163,2473300,44465,327441,1607,443100.83,0.0,397,208,0.392
chan_000928,node_00049,node_00140,3344329,366343,2977986,79462,10077,557,0.0,827218.33,614,495,0.11
chan_000929,node_00062,node_00722,14554444,7406626,7147818,47458,47530,961,2057396.11,27.58,368,3782,0.491
chan_000930,node_00066,node_00542,3014817,898852,2115965,58378,8872,1058,0.01,587768.06,136,9,0.298
chan_000931,node_00112,node_00256,100000000,50137309,49862691,73339,59531,1425,1.01,13850747.5,613,321,0.499
chan_000932,node_00006,node_00555,8342765,5740931,2601834,36682,35659,1671,1.56,722731.67,312,8025,0.312
chan_000933,node_00494,node_00811,6757426,1019900,5737526,29505,135094,879,283305.56,0.02,18,2249,0.151
chan_000934,node_00050,node_00684,17730898,6576274,11154624,19042,35449,2313,1826742.78,0.19,247,694,0.371
chan_000935,node_00006,node_00522,2193530,371304,1822226,126317,81786,2274,0.0,506173.89,699,43,0.169
chan_000936,node_00266,node_00451,4041476,626885,3414591,90995,228729,1217,174134.72,0.01,308,3848,0.155
chan_000937,node_00367,node_00836,1004237,379926,624311,107963,58308,456,0.0,173419.72,84,1593,0.378
chan_000938,node_00017,node_00164,1781841,789151,992690,15430,171585,1948,219208.61,0.0,395,5241,0.443
chan_000939,node_00597,node_00781,5136841,1640501,3496340,20230,47665,961,455694.72,0.04,350,4371,0.319
chan_000940,node_00044,node_00257,45006836,8399892,36606944,29572,11005,969,0.13,10168595.56,238,6484,0.187
chan_000941,node_00017,node_00416,2544007,133387,2410620,32813,24427,452,0.0,669616.67,260,3577,0.052
chan_000942,node_00782,node_00806,4525571,532724,3992847,7738,52841,245,147978.89,0.02,657,604,0.118
chan_000943,node_00295,node_00959,7649261,3447639,4201622,88413,14667,531,0.01,1167117.22,272,766,0.451
chan_000944,node_00137,node_00549,1348110,800400,547710,68531,127998,961,222333.33,0.0,181,35,0.406
chan_000945,node_00305,node_00773,1959051,447592,1511459,74554,27960,441,0.0,419849.72,225,1869,0.228
chan_000946,node_00017,node_00211,414230,27962,386268,68233,40331,580,0.0,107296.67,34,14,0.068
chan_000947,node_00035,node_00866,100000000,54765041,45234959,33861,8481,656,0.6,12565266.39,474,4287,0.452
chan_000948,node_00041,node_00253,1092759,134525,958234,78349,34408,1465,0.0,266176.11,581,850,0.123
chan_000949,node_00323,node_00667,8010194,3434265,4575929,28039,38828,921,953962.5,0.12,380,992,0.429
chan_000950,node_00582,node_00984,7506262,3381681,4124581,74739,68516,366,0.15,1145716.94,546,4881,0.451
chan_000951,node_00014,node_00127,1399654,585248,814406,40726,101555,1831,162568.89,0.0,138,3069,0.418
chan_000952,node_00229,node_00380,6982453,3407055,3575398,141446,28241,1592,0.01,993166.11,387,3708,0.488
chan_000953,node_00087,node_00464,43906610,3649519,40257091,37623,9663,709,0.04,11182525.28,631,2372,0.083
chan_000954,node_00277,node_00457,42998924,4705276,38293648,240534,65375,834,0.01,10637124.44,625,366,0.109
chan_000955,node_00183,node_00702,799702,479132,320570,41145,27118,615,0.01,89047.22,479,358,0.401
chan_000956,node_00041,node_00063,12150165,5498368,6651797,85981,49693,1531,0.04,1847721.39,34,1595,0.453
chan_000957,node_00022,node_00456,14988440,3016130,11972310,32763,37317,1095,837813.89,0.73,628,3557,0.201
chan_000958,node_00021,node_00941,19197958,2121977,17075981,14157,25326,440,589438.06,0.42,274,3218,0.111
chan_000959,node_00447,node_00758,3661679,1615733,2045946,117549,46579,1408,0.01,568318.33,425,1610,0.441
chan_000960,node_00175,node_00729,1373129,522436,850693,75868,9436,756,0.0,236303.61,586,1020,0.38
chan_000961,node_00022,node_00025,10431481,1844419,8587062,128276,13113,346,0.0,2385295.0,313,514,0.177
chan_000962,node_00766,node_00871,22298837,4167606,18131231,42841,10270,1013,0.04,5036453.06,113,285,0.187
chan_000963,node_00430,node_00631,5446551,437909,5008642,27053,27186,1475,121641.39,10.46,641,1220,0.08
chan_000964,node_00218,node_00639,4204861,148920,4055941,33033,32506,611,0.08,1126650.28,14,320,0.035
chan_000965,node_00019,node_00471,103349,6424,96925,38471,89800,983,1784.44,0.0,545,232,0.062
chan_000966,node_00022,node_00581,1313918,720082,593836,20326,136430,1869,200022.78,0.0,619,2787,0.452
chan_000967,node_00096,node_00739,66761641,2694797,64066844,37305,134557,2201,748554.72,0.18,525,2058,0.04
chan_000968,node_00104,node_00176,54728598,13180781,41547817,53087,18032,797,0.1,11541060.28,52,2963,0.241
chan_000969,node_00001,node_00681,10530670,601139,9929531,114311,40650,779,0.0,2758203.06,709,1635,0.057
chan_000970,node_00086,node_00543,13916234,2671871,11244363,132989,62963,532,0.01,3123434.17,718,687,0.192
chan_000971,node_00132,node_00483,4725558,2070257,2655301,21056,46149,1113,575071.39,0.03,166,276,0.438
chan_000972,node_00115,node_00527,5610551,2257332,3353219,47496,36585,1945,0.06,931449.72,111,3077,0.402
chan_000973,node_00016,node_00545,3993499,1080317,2913182,114473,186476,889,300088.06,0.01,162,496,0.271
chan_000974,node_00009,node_00416,2586966,560396,2026570,80260,37549,1190,0.0,562936.11,636,635,0.217
chan_000975,node_00229,node_00640,6616301,581662,6034639,102828,42447,824,0.0,1676288.61,182,534,0.088
chan_000976,node_00038,node_00663,7341239,494333,6846906,17157,28900,985,137314.72,0.16,713,3126,0.067
chan_000977,node_00197,node_00747,1757588,372653,1384935,17395,86746,1356,103514.72,0.01,642,5551,0.212
chan_000978,node_00711,node_00783,27448601,15347664,12100937,10510,17133,642,4263240.0,0.51,192,503,0.441
chan_000979,node_00012,node_00034,2804926,1088393,1716533,25438,73492,1182,302331.39,0.01,622,6698,0.388
chan_000980,node_00038,node_00436,13658834,8446626,5212208,57136,156568,938,2346285.0,0.01,93,1008,0.382
chan_000981,node_00006,node_00100,1630208,129126,1501082,19003,46806,426,35868.33,0.01,476,258,0.079
chan_000982,node_00006,node_00444,2605987,1222587,1383400,28630,15846,1316,0.03,384277.78,358,154,0.469
chan_000983,node_00267,node_00518,4791932,389466,4402466,16821,44735,1882,108185.0,0.04,538,274,0.081
chan_000984,node_00237,node_00435,574493,127318,447175,27684,19672,1052,0.0,124215.28,102,1751,0.222
chan_000985,node_00021,node_00659,11400200,6178254,5221946,84766,21580,577,0.03,1450540.56,646,2573,0.458
chan_000986,node_00273,node_00873,17949483,3782027,14167456,42275,98204,1171,1050563.06,0.07,294,137,0.211
chan_000987,node_00005,node_00490,377242,292747,84495,18165,40079,800,81318.61,0.0,670,2216,0.224
chan_000988,node_00079,node_00346,18567522,8126132,10441390,91547,53799,1451,0.06,2900386.11,508,1816,0.438
chan_000989,node_00420,node_00886,3267186,1749836,1517350,32316,52377,1866,486065.56,0.02,275,5098,0.464
chan_000990,node_00005,node_00630,9830015,1733063,8096952,111249,82424,1495,0.02,2249153.33,675,1184,0.176
chan_000991,node_00041,node_00979,2449368,368986,2080382,128436,52075,1110,0.0,577883.89,134,2273,0.151
chan_000992,node_00567,node_00740,3080965,1217658,1863307,166546,33821,875,0.0,517585.28,154,545,0.395
chan_000993,node_00017,node_00462,18840626,12233385,6607241,6894,34688,1119,3398162.5,0.07,293,2080,0.351
chan_000994,node_00114,node_00975,1043554,241003,802551,54145,66964,1130,66945.28,0.02,576,434,0.231
chan_000995,node_00004,node_00332,675866,363692,312174,22738,30109,835,101025.56,0.01,75,161,0.462
chan_000996,node_00104,node_00888,1102114,253469,848645,44454,160187,745,70408.06,0.0,54,187,0.23
chan_000997,node_00101,node_00522,3997023,2497664,1499359,284000,158776,433,0.01,416488.61,366,7991,0.375
chan_000998,node_00078,node_00513,13479656,2237627,11242029,95993,69895,499,0.02,3122785.83,254,2142,0.166
chan_000999,node_00010,node_00571,4036540,2488338,1548202,24699,71369,466,691205.0,0.01,561,681,0.384
chan_001000,node_00736,node_00985,11019868,34522,10985346,21890,32126,589,9589.44,0.3,57,425,0.003
chan_001001,node_00078,node_00952,1217743,537912,679831,35446,37703,1832,149420.0,0.08,718,2943,0.442
chan_001002,node_00181,node_00606,5098570,1186890,3911680,30604,17572,1097,0.03,1086577.78,254,5357,0.233
chan_001003,node_00000,node_00835,7802773,551834,7250939,11157,30882,760,153287.22,0.1,332,2754,0.071
chan_001004,node_00084,node_00466,10108911,2096258,8012653,195451,84595,1170,0.01,2225736.94,510,2656,0.207
chan_001005,node_00021,node_00486,1473341,646814,826527,20973,14167,1218,0.03,229590.83,596,234,0.439
chan_001006,node_00028,node_00093,7725214,4480766,3244448,19422,52452,917,1244657.22,0.03,271,2076,0.42
chan_001007,node_00028,node_00742,26036601,1790369,24246232,26556,47126,814,497324.72,0.33,317,1259,0.069
chan_001008,node_00023,node_00192,1437907,514897,923010,211994,65366,2509,0.0,256391.67,343,1432,0.358
chan_001009,node_00062,node_00322,27379831,10970860,16408971,22212,19363,850,1.07,4558047.5,552,3573,0.401
chan_001010,node_00016,node_00802,6847323,2428228,4419095,105505,37436,1093,0.01,1227526.39,362,1279,0.355
chan_001011,node_00277,node_00750,12504910,1473366,11031544,77539,37256,1466,0.01,3064317.78,428,160,0.118
chan_001012,node_00131,node_00934,3063320,447173,2616147,10486,73633,979,124214.72,0.01,216,1974,0.146
chan_001013,node_00005,node_00060,2251950,415653,1836297,31198,18827,3487,0.01,510082.5,648,2910,0.185
chan_001014,node_00100,node_00502,9080395,3289010,5791385,107558,47040,435,0.02,1608718.06,512,8595,0.362
chan_001015,node_00112,node_00257,14038969,2772710,11266259,63713,31208,1101,0.02,3129516.39,677,7450,0.198
chan_001016,node_00078,node_00175,4206529,1815396,2391133,17482,51608,1085,504276.67,0.02,621,1136,0.432
chan_001017,node_00005,node_00249,5836069,2213467,3622602,141155,46923,1113,0.01,1006278.33,111,171,0.379
chan_001018,node_00098,node_00554,4453883,605130,3848753,50058,10609,542,0.0,1069098.06,262,428,0.136
chan_001019,node_00129,node_00957,3534709,1440332,2094377,62600,95508,1728,400092.22,0.02,328,2338,0.407
chan_001020,node_00062,node_00456,22048075,5674408,16373667,88401,79594,1000,0.18,4548240.83,514,337,0.257
chan_001021,node_00009,node_00757,3981846,2529258,1452588,29847,27895,769,0.36,403496.67,477,1152,0.365
chan_001022,node_00011,node_00164,970914,549324,421590,128225,216877,412,152590.0,0.0,217,330,0.434
chan_001023,node_00015,node_00797,1142910,231452,911458,10402,34218,851,64292.22,0.01,689,8656,0.203
chan_001024,node_00173,node_00238,3548094,1156796,2391298,45212,21190,654,0.01,664249.44,69,1117,0.326
chan_001025,node_00026,node_00124,1039788,466500,573288,103280,69179,965,0.0,159246.67,722,2935,0.449
chan_001026,node_00052,node_00307,1920249,1121214,799035,67791,86884,1073,311448.33,0.01,674,3486,0.416
chan_001027,node_00105,node_00215,34256630,18906327,15350303,55638,85845,671,5251757.5,0.14,605,3622,0.448
chan_001028,node_00190,node_00711,2884523,1567809,1316714,15991,22930,1121,435502.5,0.05,368,1496,0.456
chan_001029,node_00528,node_00732,2096358,753608,1342750,46962,33103,786,0.02,372986.11,30,1896,0.359
chan_001030,node_00023,node_00059,5184154,2495339,2688815,151354,61169,511,0.01,746893.06,447,1979,0.481
chan_001031,node_00307,node_00709,9541414,2779438,6761976,246407,71352,886,0.0,1878326.67,561,2454,0.291
chan_001032,node_00032,node_00916,1888501,532222,1356279,84044,241671,692,147839.44,0.0,249,778,0.282
chan_001033,node_00062,node_00761,1320186,600168,720018,41377,101259,894,166713.33,0.0,363,1571,0.455
chan_001034,node_00000,node_00029,4415929,2038878,2377051,17994,19387,779,566355.0,0.47,84,2696,0.462
chan_001035,node_00129,node_00178,2071860,1170451,901409,20940,16568,1228,0.07,250391.39,649,10029,0.435
chan_001036,node_00049,node_00707,9389960,6028483,3361477,7397,25650,707,1674578.61,0.05,59,1650,0.358
chan_001037,node_00107,node_00170,4776348,1291227,3485121,21069,26115,1427,358674.17,0.19,53,2515,0.27
chan_001038,node_00053,node_00089,26052147,2041924,24010223,38778,51394,725,567201.11,0.53,24,1263,0.078
chan_001039,node_00644,node_00798,3478560,1875578,1602982,98035,41534,842,0.01,445272.78,288,372,0.461
chan_001040,node_00138,node_00872,100000,48011,51989,31182,40329,1189,13336.39,0.0,362,854,0.48
chan_001041,node_00104,node_00183,666333,323599,342734,19017,67288,1009,89888.61,0.0,44,1338,0.486
chan_001042,node_00160,node_00392,2602982,944269,1658713,96782,18760,1209,0.0,460753.61,208,1077,0.363
chan_001043,node_00064,node_00298,7788103,188321,7599782,116045,80059,1244,0.0,2111050.56,188,1045,0.024
chan_001044,node_00142,node_00541,100000000,24063043,75936957,55158,42985,1886,0.55,21093599.17,109,8403,0.241
chan_001045,node_00006,node_00890,6844052,2059621,4784431,87293,17975,541,0.01,1329008.61,719,1475,0.301
chan_001046,node_00040,node_00756,3189584,1579679,1609905,20717,66202,540,438799.72,0.01,66,2647,0.495
chan_001047,node_00053,node_00102,1969749,1242502,727247,482575,37685,899,0.0,202013.06,199,2921,0.369
chan_001048,node_00096,node_00411,8112163,3543934,4568229,171075,129027,1700,0.02,1268952.5,391,4329,0.437
chan_001049,node_00006,node_00458,2242089,1116167,1125922,16385,39022,1480,310046.39,0.01,270,4391,0.498
chan_001050,node_00032,node_00048,24265406,2440738,21824668,80550,23381,543,0.01,6062407.78,200,1051,0.101
chan_001051,node_00760,node_00872,8044764,1269000,6775764,139000,76090,1482,0.01,1882156.67,449,3456,0.158
chan_001052,node_00124,node_00805,3314578,1617130,1697448,136247,46517,1800,0.01,471513.33,159,8301,0.488
chan_001053,node_00758,node_00858,19514548,11449213,8065335,70114,9983,1060,0.05,2240370.83,107,1610,0.413
chan_001054,node_00142,node_00332,1310175,816620,493555,32572,73093,774,226838.89,0.0,637,1487,0.377
chan_001055,node_00085,node_00173,27716231,3555251,24160980,132267,28122,936,0.01,6711383.33,605,423,0.128
chan_001056,node_00097,node_00382,8697492,4759686,3937806,30791,23518,857,0.18,1093835.0,149,2065,0.453
chan_001057,node_00000,node_00842,1565390,553526,1011864,323253,141000,1006,0.0,281073.33,397,1276,0.354
chan_001058,node_00482,node_00576,14158445,4018846,10139599,65253,10859,1771,0.02,2816555.28,70,875,0.284
chan_001059,node_00017,node_00596,752382,229085,523297,24003,95146,863,63634.72,0.0,433,3278,0.304
chan_001060,node_00035,node_00594,1574768,496481,1078287,55151,27688,730,0.01,299524.17,385,1540,0.315
